Sample,Label ID,Rain Trt,Disp Trt,Soil,CarbonSource,Final,
35,CSA3,ambient,Sterile ,clay,L-Arginine,0,
35,CSA3,ambient,Sterile ,clay,L-Asparagine,0.843439364,
35,CSA3,ambient,Sterile ,clay,L-Phenylalanine,0,
35,CSA3,ambient,Sterile ,clay,L-Serine,0.182466871,
35,CSA3,ambient,Sterile ,clay,L-Theronine,0.154510557,
35,CSA3,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.012242268,
35,CSA3,ambient,Sterile ,clay,Phenylethyl-amine,0,
35,CSA3,ambient,Sterile ,clay,Putrescine,0,
36,CSA4,ambient,Sterile ,clay,water,0,
36,CSA4,ambient,Sterile ,clay,pyruvic acid methyl ester,0.155637255,
36,CSA4,ambient,Sterile ,clay,Tween 40,0.829516539,
36,CSA4,ambient,Sterile ,clay,Twen 80,0.292553191,
36,CSA4,ambient,Sterile ,clay,alpha-cyclodextrin,0.00777512,
36,CSA4,ambient,Sterile ,clay,glycogen,0.756740196,
36,CSA4,ambient,Sterile ,clay,D-Cellobiose,1.091557669,
36,CSA4,ambient,Sterile ,clay,alpha-D-Lactose,0.008278146,
36,CSA4,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,1.265175719,
36,CSA4,ambient,Sterile ,clay,D-xylose,0.067637877,
36,CSA4,ambient,Sterile ,clay,i-Erythritol,0.007398274,
36,CSA4,ambient,Sterile ,clay,D-Mannitol,0.914565826,
36,CSA4,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,0.369019139,
36,CSA4,ambient,Sterile ,clay,D-Glucosaminic Acid,1.079646018,
36,CSA4,ambient,Sterile ,clay,Glucose-1-Phosphate,9.92,
36,CSA4,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",1.556818182,
36,CSA4,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.012907609,
36,CSA4,ambient,Sterile ,clay,D-Galacturonic Acid ,1.192211055,
36,CSA4,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
36,CSA4,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
36,CSA4,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0.002774695,
36,CSA4,ambient,Sterile ,clay,Itaconic Acid,0.117263844,
36,CSA4,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0.012915129,
36,CSA4,ambient,Sterile ,clay,D-malic Acid,0.026081425,
36,CSA4,ambient,Sterile ,clay,L-Arginine,0.01744186,
36,CSA4,ambient,Sterile ,clay,L-Asparagine,0.018298714,
36,CSA4,ambient,Sterile ,clay,L-Phenylalanine,0.003424658,
36,CSA4,ambient,Sterile ,clay,L-Serine,0,
36,CSA4,ambient,Sterile ,clay,L-Theronine,0.018060837,
36,CSA4,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.76056338,
36,CSA4,ambient,Sterile ,clay,Phenylethyl-amine,0.001233046,
36,CSA4,ambient,Sterile ,clay,Putrescine,0.02919708,
37,CSA5,ambient,Sterile ,clay,water,0,
37,CSA5,ambient,Sterile ,clay,pyruvic acid methyl ester,0.532098765,
37,CSA5,ambient,Sterile ,clay,Tween 40,0.217948718,
37,CSA5,ambient,Sterile ,clay,Twen 80,0.557738095,
37,CSA5,ambient,Sterile ,clay,alpha-cyclodextrin,0.497590361,
37,CSA5,ambient,Sterile ,clay,glycogen,0.018518519,
37,CSA5,ambient,Sterile ,clay,D-Cellobiose,0.201796407,
37,CSA5,ambient,Sterile ,clay,alpha-D-Lactose,0.095,
37,CSA5,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,0.034677419,
37,CSA5,ambient,Sterile ,clay,D-xylose,0.005759162,
37,CSA5,ambient,Sterile ,clay,i-Erythritol,0.11242236,
37,CSA5,ambient,Sterile ,clay,D-Mannitol,0.200469484,
37,CSA5,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,0.345783133,
37,CSA5,ambient,Sterile ,clay,D-Glucosaminic Acid,0.033757962,
37,CSA5,ambient,Sterile ,clay,Glucose-1-Phosphate,0.16,
37,CSA5,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",0.011764706,
37,CSA5,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.00890411,
37,CSA5,ambient,Sterile ,clay,D-Galacturonic Acid ,0.325316456,
37,CSA5,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
37,CSA5,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
37,CSA5,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0.017877095,
37,CSA5,ambient,Sterile ,clay,Itaconic Acid,0.006010929,
37,CSA5,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0.237735849,
37,CSA5,ambient,Sterile ,clay,D-malic Acid,0.03974359,
37,CSA5,ambient,Sterile ,clay,L-Arginine,0,
37,CSA5,ambient,Sterile ,clay,L-Asparagine,0.026368159,
37,CSA5,ambient,Sterile ,clay,L-Phenylalanine,0.037356322,
37,CSA5,ambient,Sterile ,clay,L-Serine,0,
37,CSA5,ambient,Sterile ,clay,L-Theronine,0.103846154,
37,CSA5,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.355483871,
37,CSA5,ambient,Sterile ,clay,Phenylethyl-amine,0,
37,CSA5,ambient,Sterile ,clay,Putrescine,0,
38,CSA6,ambient,Sterile ,clay,water,0,
38,CSA6,ambient,Sterile ,clay,pyruvic acid methyl ester,0.728294816,
38,CSA6,ambient,Sterile ,clay,Tween 40,1.149902661,
38,CSA6,ambient,Sterile ,clay,Twen 80,1.300421433,
38,CSA6,ambient,Sterile ,clay,alpha-cyclodextrin,0.438147471,
38,CSA6,ambient,Sterile ,clay,glycogen,0.564022486,
38,CSA6,ambient,Sterile ,clay,D-Cellobiose,1.123561478,
38,CSA6,ambient,Sterile ,clay,alpha-D-Lactose,0.564851207,
38,CSA6,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,0,
38,CSA6,ambient,Sterile ,clay,D-xylose,1.01427816,
38,CSA6,ambient,Sterile ,clay,i-Erythritol,0.001885607,
38,CSA6,ambient,Sterile ,clay,D-Mannitol,0.842254856,
38,CSA6,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,0.938452163,
38,CSA6,ambient,Sterile ,clay,D-Glucosaminic Acid,0.633784655,
38,CSA6,ambient,Sterile ,clay,Glucose-1-Phosphate,0.02,
38,CSA6,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",0,
38,CSA6,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.45870923,
38,CSA6,ambient,Sterile ,clay,D-Galacturonic Acid ,0.744394619,
38,CSA6,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
38,CSA6,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
38,CSA6,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0,
38,CSA6,ambient,Sterile ,clay,Itaconic Acid,0.742131419,
38,CSA6,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0.373776908,
38,CSA6,ambient,Sterile ,clay,D-malic Acid,0.329656067,
38,CSA6,ambient,Sterile ,clay,L-Arginine,0,
38,CSA6,ambient,Sterile ,clay,L-Asparagine,0.679558011,
38,CSA6,ambient,Sterile ,clay,L-Phenylalanine,0.459616502,
38,CSA6,ambient,Sterile ,clay,L-Serine,0.954662545,
38,CSA6,ambient,Sterile ,clay,L-Theronine,0.038197845,
38,CSA6,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.286087524,
38,CSA6,ambient,Sterile ,clay,Phenylethyl-amine,0,
38,CSA6,ambient,Sterile ,clay,Putrescine,0,
39,CSA7,ambient,Sterile ,clay,water,0,
39,CSA7,ambient,Sterile ,clay,pyruvic acid methyl ester,0.92014742,
39,CSA7,ambient,Sterile ,clay,Tween 40,0.356505102,
39,CSA7,ambient,Sterile ,clay,Twen 80,0.393364929,
39,CSA7,ambient,Sterile ,clay,alpha-cyclodextrin,0,
39,CSA7,ambient,Sterile ,clay,glycogen,0.318181818,
39,CSA7,ambient,Sterile ,clay,D-Cellobiose,0.705601907,
39,CSA7,ambient,Sterile ,clay,alpha-D-Lactose,0.54369469,
39,CSA7,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,0.212339744,
39,CSA7,ambient,Sterile ,clay,D-xylose,0.508863399,
39,CSA7,ambient,Sterile ,clay,i-Erythritol,0.870828183,
39,CSA7,ambient,Sterile ,clay,D-Mannitol,0.347988775,
39,CSA7,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,0.555755396,
39,CSA7,ambient,Sterile ,clay,D-Glucosaminic Acid,0.32382763,
39,CSA7,ambient,Sterile ,clay,Glucose-1-Phosphate,0.046666667,
39,CSA7,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",0.031609195,
39,CSA7,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.013623978,
39,CSA7,ambient,Sterile ,clay,D-Galacturonic Acid ,0.266372796,
39,CSA7,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
39,CSA7,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
39,CSA7,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0.017241379,
39,CSA7,ambient,Sterile ,clay,Itaconic Acid,0.341675734,
39,CSA7,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0.641263941,
39,CSA7,ambient,Sterile ,clay,D-malic Acid,0.275510204,
39,CSA7,ambient,Sterile ,clay,L-Arginine,0.00529661,
39,CSA7,ambient,Sterile ,clay,L-Asparagine,0.852329039,
39,CSA7,ambient,Sterile ,clay,L-Phenylalanine,0.071510297,
39,CSA7,ambient,Sterile ,clay,L-Serine,0.00101626,
39,CSA7,ambient,Sterile ,clay,L-Theronine,0.310114504,
39,CSA7,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.258664955,
39,CSA7,ambient,Sterile ,clay,Phenylethyl-amine,0.000618047,
39,CSA7,ambient,Sterile ,clay,Putrescine,0,
40,CSA8,ambient,Sterile ,clay,water,0,
40,CSA8,ambient,Sterile ,clay,pyruvic acid methyl ester,0.582363748,
40,CSA8,ambient,Sterile ,clay,Tween 40,0.021614749,
40,CSA8,ambient,Sterile ,clay,Twen 80,0.150029533,
40,CSA8,ambient,Sterile ,clay,alpha-cyclodextrin,0.008965929,
40,CSA8,ambient,Sterile ,clay,glycogen,0.409675444,
40,CSA8,ambient,Sterile ,clay,D-Cellobiose,0.691027926,
40,CSA8,ambient,Sterile ,clay,alpha-D-Lactose,0.39823497,
40,CSA8,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,0.201117318,
40,CSA8,ambient,Sterile ,clay,D-xylose,0.277171087,
40,CSA8,ambient,Sterile ,clay,i-Erythritol,0.185459026,
40,CSA8,ambient,Sterile ,clay,D-Mannitol,0.588427438,
40,CSA8,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,0.854154214,
40,CSA8,ambient,Sterile ,clay,D-Glucosaminic Acid,1.216045483,
40,CSA8,ambient,Sterile ,clay,Glucose-1-Phosphate,0.086666667,
40,CSA8,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",0.014164306,
40,CSA8,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.012219959,
40,CSA8,ambient,Sterile ,clay,D-Galacturonic Acid ,1.141870684,
40,CSA8,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
40,CSA8,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
40,CSA8,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0.154187465,
40,CSA8,ambient,Sterile ,clay,Itaconic Acid,0.007053717,
40,CSA8,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0.329650092,
40,CSA8,ambient,Sterile ,clay,D-malic Acid,0.002542912,
40,CSA8,ambient,Sterile ,clay,L-Arginine,0.860010565,
40,CSA8,ambient,Sterile ,clay,L-Asparagine,0.372713791,
40,CSA8,ambient,Sterile ,clay,L-Phenylalanine,0.1306332,
40,CSA8,ambient,Sterile ,clay,L-Serine,0.107450583,
40,CSA8,ambient,Sterile ,clay,L-Theronine,0.024691358,
40,CSA8,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.225207933,
40,CSA8,ambient,Sterile ,clay,Phenylethyl-amine,0.022181146,
40,CSA8,ambient,Sterile ,clay,Putrescine,0.002430134,
41,SSA1,ambient,Sterile ,sand,water,0,
41,SSA1,ambient,Sterile ,sand,pyruvic acid methyl ester,0,
41,SSA1,ambient,Sterile ,sand,Tween 40,0.031786395,
41,SSA1,ambient,Sterile ,sand,Twen 80,0.160661548,
41,SSA1,ambient,Sterile ,sand,alpha-cyclodextrin,0.082486551,
41,SSA1,ambient,Sterile ,sand,glycogen,0.007348438,
41,SSA1,ambient,Sterile ,sand,D-Cellobiose,0,
41,SSA1,ambient,Sterile ,sand,alpha-D-Lactose,0.00827358,
41,SSA1,ambient,Sterile ,sand,Beta-Methyl-D-Glucoside,0.000798085,
41,SSA1,ambient,Sterile ,sand,D-xylose,0.001560062,
41,SSA1,ambient,Sterile ,sand,i-Erythritol,0.004313001,
41,SSA1,ambient,Sterile ,sand,D-Mannitol,0.087260849,
41,SSA1,ambient,Sterile ,sand,N-Acetyl-D-Glucosamine,0.046622833,
41,SSA1,ambient,Sterile ,sand,D-Glucosaminic Acid,1.128237524,
41,SSA1,ambient,Sterile ,sand,Glucose-1-Phosphate,0.766666667,
41,SSA1,ambient,Sterile ,sand,"D,L-alpha-Glycerol-Phosphate",0,
41,SSA1,ambient,Sterile ,sand,D-Galactonic Acid gamma-Lactone,0.00407332,
41,SSA1,ambient,Sterile ,sand,D-Galacturonic Acid ,0.903327056,
41,SSA1,ambient,Sterile ,sand,2-Hydroxy Benzoic Acid,0,
41,SSA1,ambient,Sterile ,sand,4-Hydroxy Benzoic Acid,0,
41,SSA1,ambient,Sterile ,sand,gamma-Hydroxybutyric Acid,0.073211314,
41,SSA1,ambient,Sterile ,sand,Itaconic Acid,0.108518719,
41,SSA1,ambient,Sterile ,sand,alpha-Ketobutyric Acid,0.003683241,
41,SSA1,ambient,Sterile ,sand,D-malic Acid,0,
41,SSA1,ambient,Sterile ,sand,L-Arginine,0,
41,SSA1,ambient,Sterile ,sand,L-Asparagine,0.78101829,
41,SSA1,ambient,Sterile ,sand,L-Phenylalanine,0,
41,SSA1,ambient,Sterile ,sand,L-Serine,0,
41,SSA1,ambient,Sterile ,sand,L-Theronine,0.014245014,
41,SSA1,ambient,Sterile ,sand,Glycyl-L-Glutamic Acid,0.005118362,
41,SSA1,ambient,Sterile ,sand,Phenylethyl-amine,0,
41,SSA1,ambient,Sterile ,sand,Putrescine,0,
42,SSA2,ambient,Sterile ,sand,water,0,
42,SSA2,ambient,Sterile ,sand,pyruvic acid methyl ester,0.009191176,
42,SSA2,ambient,Sterile ,sand,Tween 40,0.522264631,
42,SSA2,ambient,Sterile ,sand,Twen 80,0.058510638,
42,SSA2,ambient,Sterile ,sand,alpha-cyclodextrin,0.059210526,
42,SSA2,ambient,Sterile ,sand,glycogen,0.034313725,
42,SSA2,ambient,Sterile ,sand,D-Cellobiose,0.007134364,
42,SSA2,ambient,Sterile ,sand,alpha-D-Lactose,0,
42,SSA2,ambient,Sterile ,sand,Beta-Methyl-D-Glucoside,0.249201278,
42,SSA2,ambient,Sterile ,sand,D-xylose,0,
42,SSA2,ambient,Sterile ,sand,i-Erythritol,0,
42,SSA2,ambient,Sterile ,sand,D-Mannitol,0.00140056,
42,SSA2,ambient,Sterile ,sand,N-Acetyl-D-Glucosamine,0.083732057,
42,SSA2,ambient,Sterile ,sand,D-Glucosaminic Acid,0,
42,SSA2,ambient,Sterile ,sand,Glucose-1-Phosphate,0.02,
42,SSA2,ambient,Sterile ,sand,"D,L-alpha-Glycerol-Phosphate",0,
42,SSA2,ambient,Sterile ,sand,D-Galactonic Acid gamma-Lactone,0.002717391,
42,SSA2,ambient,Sterile ,sand,D-Galacturonic Acid ,0,
42,SSA2,ambient,Sterile ,sand,2-Hydroxy Benzoic Acid,0,
42,SSA2,ambient,Sterile ,sand,4-Hydroxy Benzoic Acid,0,
42,SSA2,ambient,Sterile ,sand,gamma-Hydroxybutyric Acid,0,
42,SSA2,ambient,Sterile ,sand,Itaconic Acid,0.000542888,
42,SSA2,ambient,Sterile ,sand,alpha-Ketobutyric Acid,0,
42,SSA2,ambient,Sterile ,sand,D-malic Acid,0.000636132,
42,SSA2,ambient,Sterile ,sand,L-Arginine,0,
42,SSA2,ambient,Sterile ,sand,L-Asparagine,0.416419387,
42,SSA2,ambient,Sterile ,sand,L-Phenylalanine,0,
42,SSA2,ambient,Sterile ,sand,L-Serine,0.049188641,
42,SSA2,ambient,Sterile ,sand,L-Theronine,0.003802281,
42,SSA2,ambient,Sterile ,sand,Glycyl-L-Glutamic Acid,0.035211268,
42,SSA2,ambient,Sterile ,sand,Phenylethyl-amine,0,
42,SSA2,ambient,Sterile ,sand,Putrescine,0,
43,SSA3,ambient,Sterile ,sand,water,0,
43,SSA3,ambient,Sterile ,sand,pyruvic acid methyl ester,0.77200489,
43,SSA3,ambient,Sterile ,sand,Tween 40,0.074238579,
43,SSA3,ambient,Sterile ,sand,Twen 80,0.580778302,
43,SSA3,ambient,Sterile ,sand,alpha-cyclodextrin,0.005966587,
43,SSA3,ambient,Sterile ,sand,glycogen,0.086797066,
43,SSA3,ambient,Sterile ,sand,D-Cellobiose,0.011269276,
43,SSA3,ambient,Sterile ,sand,alpha-D-Lactose,0.040748899,
43,SSA3,ambient,Sterile ,sand,Beta-Methyl-D-Glucoside,0.003980892,
43,SSA3,ambient,Sterile ,sand,D-xylose,0.004672897,
43,SSA3,ambient,Sterile ,sand,i-Erythritol,0.004305043,
43,SSA3,ambient,Sterile ,sand,D-Mannitol,0,
43,SSA3,ambient,Sterile ,sand,N-Acetyl-D-Glucosamine,0.056682578,
43,SSA3,ambient,Sterile ,sand,D-Glucosaminic Acid,0,
43,SSA3,ambient,Sterile ,sand,Glucose-1-Phosphate,0.926666667,
43,SSA3,ambient,Sterile ,sand,"D,L-alpha-Glycerol-Phosphate",0.005617978,
43,SSA3,ambient,Sterile ,sand,D-Galactonic Acid gamma-Lactone,0.005420054,
43,SSA3,ambient,Sterile ,sand,D-Galacturonic Acid ,0.875313283,
43,SSA3,ambient,Sterile ,sand,2-Hydroxy Benzoic Acid,0,
43,SSA3,ambient,Sterile ,sand,4-Hydroxy Benzoic Acid,0,
43,SSA3,ambient,Sterile ,sand,gamma-Hydroxybutyric Acid,0.009966777,
43,SSA3,ambient,Sterile ,sand,Itaconic Acid,0.000541712,
43,SSA3,ambient,Sterile ,sand,alpha-Ketobutyric Acid,0.010989011,
43,SSA3,ambient,Sterile ,sand,D-malic Acid,0.000634518,
43,SSA3,ambient,Sterile ,sand,L-Arginine,0.620253165,
43,SSA3,ambient,Sterile ,sand,L-Asparagine,0.033070089,
43,SSA3,ambient,Sterile ,sand,L-Phenylalanine,0,
43,SSA3,ambient,Sterile ,sand,L-Serine,0,
43,SSA3,ambient,Sterile ,sand,L-Theronine,0.007575758,
43,SSA3,ambient,Sterile ,sand,Glycyl-L-Glutamic Acid,0.007662835,
43,SSA3,ambient,Sterile ,sand,Phenylethyl-amine,0.001845018,
43,SSA3,ambient,Sterile ,sand,Putrescine,0,
44,SSA4,ambient,Sterile ,sand,water,0,
44,SSA4,ambient,Sterile ,sand,pyruvic acid methyl ester,0.902584493,
44,SSA4,ambient,Sterile ,sand,Tween 40,0.487232574,
44,SSA4,ambient,Sterile ,sand,Twen 80,0.000637349,
44,SSA4,ambient,Sterile ,sand,alpha-cyclodextrin,0,
44,SSA4,ambient,Sterile ,sand,glycogen,0,
44,SSA4,ambient,Sterile ,sand,D-Cellobiose,0,
44,SSA4,ambient,Sterile ,sand,alpha-D-Lactose,0.006512729,
44,SSA4,ambient,Sterile ,sand,Beta-Methyl-D-Glucoside,0,
44,SSA4,ambient,Sterile ,sand,D-xylose,0,
44,SSA4,ambient,Sterile ,sand,i-Erythritol,0,
44,SSA4,ambient,Sterile ,sand,D-Mannitol,0.929668153,
44,SSA4,ambient,Sterile ,sand,N-Acetyl-D-Glucosamine,0.595868302,
44,SSA4,ambient,Sterile ,sand,D-Glucosaminic Acid,0.814941741,
44,SSA4,ambient,Sterile ,sand,Glucose-1-Phosphate,0,
44,SSA4,ambient,Sterile ,sand,"D,L-alpha-Glycerol-Phosphate",0.205240175,
44,SSA4,ambient,Sterile ,sand,D-Galactonic Acid gamma-Lactone,0,
44,SSA4,ambient,Sterile ,sand,D-Galacturonic Acid ,1.150442478,
44,SSA4,ambient,Sterile ,sand,2-Hydroxy Benzoic Acid,0,
44,SSA4,ambient,Sterile ,sand,4-Hydroxy Benzoic Acid,0,
44,SSA4,ambient,Sterile ,sand,gamma-Hydroxybutyric Acid,0.107206671,
44,SSA4,ambient,Sterile ,sand,Itaconic Acid,0.002908668,
44,SSA4,ambient,Sterile ,sand,alpha-Ketobutyric Acid,0,
44,SSA4,ambient,Sterile ,sand,D-malic Acid,0,
44,SSA4,ambient,Sterile ,sand,L-Arginine,0.585076314,
44,SSA4,ambient,Sterile ,sand,L-Asparagine,0.920484466,
44,SSA4,ambient,Sterile ,sand,L-Phenylalanine,0.055248619,
44,SSA4,ambient,Sterile ,sand,L-Serine,0.569497025,
44,SSA4,ambient,Sterile ,sand,L-Theronine,0.430570506,
44,SSA4,ambient,Sterile ,sand,Glycyl-L-Glutamic Acid,0.283530229,
44,SSA4,ambient,Sterile ,sand,Phenylethyl-amine,0,
44,SSA4,ambient,Sterile ,sand,Putrescine,0,
45,SSA5,ambient,Sterile ,sand,water,0,
45,SSA5,ambient,Sterile ,sand,pyruvic acid methyl ester,0.386740331,
45,SSA5,ambient,Sterile ,sand,Tween 40,0,
45,SSA5,ambient,Sterile ,sand,Twen 80,0.313203079,
45,SSA5,ambient,Sterile ,sand,alpha-cyclodextrin,0.026363092,
45,SSA5,ambient,Sterile ,sand,glycogen,0.049109883,
45,SSA5,ambient,Sterile ,sand,D-Cellobiose,0,
45,SSA5,ambient,Sterile ,sand,alpha-D-Lactose,0,
45,SSA5,ambient,Sterile ,sand,Beta-Methyl-D-Glucoside,0,
45,SSA5,ambient,Sterile ,sand,D-xylose,0,
45,SSA5,ambient,Sterile ,sand,i-Erythritol,0,
45,SSA5,ambient,Sterile ,sand,D-Mannitol,0.012155213,
45,SSA5,ambient,Sterile ,sand,N-Acetyl-D-Glucosamine,0,
45,SSA5,ambient,Sterile ,sand,D-Glucosaminic Acid,0.862571248,
45,SSA5,ambient,Sterile ,sand,Glucose-1-Phosphate,0,
45,SSA5,ambient,Sterile ,sand,"D,L-alpha-Glycerol-Phosphate",0.378223496,
45,SSA5,ambient,Sterile ,sand,D-Galactonic Acid gamma-Lactone,0,
45,SSA5,ambient,Sterile ,sand,D-Galacturonic Acid ,1.122089364,
45,SSA5,ambient,Sterile ,sand,2-Hydroxy Benzoic Acid,0,
45,SSA5,ambient,Sterile ,sand,4-Hydroxy Benzoic Acid,0.310365488,
45,SSA5,ambient,Sterile ,sand,gamma-Hydroxybutyric Acid,0.023902168,
45,SSA5,ambient,Sterile ,sand,Itaconic Acid,0.008700381,
45,SSA5,ambient,Sterile ,sand,alpha-Ketobutyric Acid,0,
45,SSA5,ambient,Sterile ,sand,D-malic Acid,0.026131294,
45,SSA5,ambient,Sterile ,sand,L-Arginine,0,
45,SSA5,ambient,Sterile ,sand,L-Asparagine,1.079742447,
45,SSA5,ambient,Sterile ,sand,L-Phenylalanine,0,
45,SSA5,ambient,Sterile ,sand,L-Serine,0,
45,SSA5,ambient,Sterile ,sand,L-Theronine,0.007626311,
45,SSA5,ambient,Sterile ,sand,Glycyl-L-Glutamic Acid,0.005772931,
45,SSA5,ambient,Sterile ,sand,Phenylethyl-amine,0,
45,SSA5,ambient,Sterile ,sand,Putrescine,0,
46,SSA6,ambient,Sterile ,sand,water,0,
46,SSA6,ambient,Sterile ,sand,pyruvic acid methyl ester,0.596904025,
46,SSA6,ambient,Sterile ,sand,Tween 40,0.000643087,
46,SSA6,ambient,Sterile ,sand,Twen 80,0.462089552,
46,SSA6,ambient,Sterile ,sand,alpha-cyclodextrin,0.001208459,
46,SSA6,ambient,Sterile ,sand,glycogen,0.006811146,
46,SSA6,ambient,Sterile ,sand,D-Cellobiose,0,
46,SSA6,ambient,Sterile ,sand,alpha-D-Lactose,0,
46,SSA6,ambient,Sterile ,sand,Beta-Methyl-D-Glucoside,0.013765182,
46,SSA6,ambient,Sterile ,sand,D-xylose,0,
46,SSA6,ambient,Sterile ,sand,i-Erythritol,0,
46,SSA6,ambient,Sterile ,sand,D-Mannitol,0.838117647,
46,SSA6,ambient,Sterile ,sand,N-Acetyl-D-Glucosamine,0,
46,SSA6,ambient,Sterile ,sand,D-Glucosaminic Acid,0.81341853,
46,SSA6,ambient,Sterile ,sand,Glucose-1-Phosphate,0,
46,SSA6,ambient,Sterile ,sand,"D,L-alpha-Glycerol-Phosphate",0,
46,SSA6,ambient,Sterile ,sand,D-Galactonic Acid gamma-Lactone,0.415120275,
46,SSA6,ambient,Sterile ,sand,D-Galacturonic Acid ,0.765079365,
46,SSA6,ambient,Sterile ,sand,2-Hydroxy Benzoic Acid,0,
46,SSA6,ambient,Sterile ,sand,4-Hydroxy Benzoic Acid,0.017522659,
46,SSA6,ambient,Sterile ,sand,gamma-Hydroxybutyric Acid,0,
46,SSA6,ambient,Sterile ,sand,Itaconic Acid,0,
46,SSA6,ambient,Sterile ,sand,alpha-Ketobutyric Acid,0,
46,SSA6,ambient,Sterile ,sand,D-malic Acid,0,
46,SSA6,ambient,Sterile ,sand,L-Arginine,0.6752,
46,SSA6,ambient,Sterile ,sand,L-Asparagine,0,
46,SSA6,ambient,Sterile ,sand,L-Phenylalanine,0,
46,SSA6,ambient,Sterile ,sand,L-Serine,0.588746803,
46,SSA6,ambient,Sterile ,sand,L-Theronine,0.003864734,
46,SSA6,ambient,Sterile ,sand,Glycyl-L-Glutamic Acid,0.774757282,
46,SSA6,ambient,Sterile ,sand,Phenylethyl-amine,0,
46,SSA6,ambient,Sterile ,sand,Putrescine,0,
47,SSA7,ambient,Sterile ,sand,water,0,
47,SSA7,ambient,Sterile ,sand,pyruvic acid methyl ester,0.023471279,
47,SSA7,ambient,Sterile ,sand,Tween 40,0.007055805,
47,SSA7,ambient,Sterile ,sand,Twen 80,0.46932698,
47,SSA7,ambient,Sterile ,sand,alpha-cyclodextrin,0,
47,SSA7,ambient,Sterile ,sand,glycogen,0,
47,SSA7,ambient,Sterile ,sand,D-Cellobiose,0,
47,SSA7,ambient,Sterile ,sand,alpha-D-Lactose,0.002223457,
47,SSA7,ambient,Sterile ,sand,Beta-Methyl-D-Glucoside,0.00645682,
47,SSA7,ambient,Sterile ,sand,D-xylose,0,
47,SSA7,ambient,Sterile ,sand,i-Erythritol,0,
47,SSA7,ambient,Sterile ,sand,D-Mannitol,0.697040864,
47,SSA7,ambient,Sterile ,sand,N-Acetyl-D-Glucosamine,0.501506932,
47,SSA7,ambient,Sterile ,sand,D-Glucosaminic Acid,0,
47,SSA7,ambient,Sterile ,sand,Glucose-1-Phosphate,0,
47,SSA7,ambient,Sterile ,sand,"D,L-alpha-Glycerol-Phosphate",0,
47,SSA7,ambient,Sterile ,sand,D-Galactonic Acid gamma-Lactone,0,
47,SSA7,ambient,Sterile ,sand,D-Galacturonic Acid ,0,
47,SSA7,ambient,Sterile ,sand,2-Hydroxy Benzoic Acid,0,
47,SSA7,ambient,Sterile ,sand,4-Hydroxy Benzoic Acid,0.394816154,
